swing_id,golfer_id,skill_level,club_type,accel_max,accel_mean,age,age_capability_factor,air_density_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,club_speed_max,club_speed_mean,compensation_count,compensation_severity,course_type_encoded,dominant_hand_encoded,downswing_speed_range,downswing_speed_skewness,downswing_speed_variance,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_factor,height_m,hour_of_day,humidity_pct,jerk_max,jerk_mean,jerk_std,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,lag_release_smoothness,links_course_flag,motion_smoothness,normalized_distance_factor,over_top_flag,peak_speed_pct_of_swing,physical_profile_score,power_potential_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,sequence_efficiency_index,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_high_freq_noise,swing_spectral_entropy,swing_speed_index,swing_tempo_ratio,swings_in_session,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_effect_severity,wind_headwind_component,wind_speed_mph,xfactor_age_adjusted,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_stretch,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
139,14,elite,driver,0.0,0.0,30,0.9625,0.9426,2,1.0,0.93,0.9086,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.0114,1.77,14.4,78.7,0.0,0.0,0.0,0.95,0.95,24.58,78.37,0.92,1.0,0,0.0,0.6491,0,0.0,1.0005,0.0,3.1884,0,0.9578090649546611,0.0090099999999998,0.95,-0.333999999999989,0.016999999999991286,12.052369999999986,0,0.6666666666666666,0.0,0.0,10000.0,2.8969,10.0,24.8,0.9882,0.95,1.9701,0.0,0.9,-80.92,0.475,6.12,162.8,0.69,-19.77,20.7,0.0,0.95,40.51,0.52607,0.022639999999999993,0.0,0.06804,22,98.26,161.92,2.47,0.0,114.88
140,14,elite,driver,0.0,0.0,30,0.9625,0.9426,2,1.0,0.93,0.9438,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.0114,1.77,14.4,78.7,0.0,0.0,0.0,0.95,0.9206,34.99,81.43,0.92,1.0,0,0.0,0.6491,0,0.0,1.0005,0.0,2.3272,0,0.9578090649546611,0.0090099999999998,0.9206,-0.333999999999989,0.016999999999991286,12.052369999999986,0,0.6976744186046512,0.0,0.0,10000.0,2.127,10.0,24.8,0.9882,0.95,1.4262,0.0,0.9,-135.62,0.4603,6.12,162.8,0.69,-19.77,20.7,0.0,0.95,51.3,0.5221499999999999,0.01906999999999992,0.0,0.06756,22,97.66,164.13,7.02,0.0,116.74
141,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9406,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8644,32.57,81.8,0.92,1.0,0,0.0,1.6232,0,0.2857142857142857,1.0046,0.0,2.5115,0,0.9834347653201049,0.003189999999999943,0.8644,0.132000000000005,1.0629999999999984,33.59032,0,0.7142857142857143,0.0,0.0,10000.0,2.5657,10.0,29.9,0.9064,0.95,2.0811,0.017,0.9,-112.54,0.4322,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,49.9,0.51493,0.022379999999999955,0.0,0.06801,18,96.76,162.94,4.38,0.0,116.78
142,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.921,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.9567,27.04,87.71,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,3.2437,0,0.9834347653201049,0.003189999999999943,0.9567,0.132000000000005,1.0629999999999984,33.59032,0,0.7407407407407407,0.0,0.0,10000.0,2.406,10.0,29.9,0.9064,0.95,2.104,0.0,0.9,-65.96,0.4783,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,45.13,0.5139600000000001,0.01959999999999995,0.0,0.06818,18,98.02,164.18,2.61,0.0,118.38
143,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9317,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8727,27.62,87.37,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,3.1633,0,0.9834347653201049,0.003189999999999943,0.8727,0.132000000000005,1.0629999999999984,33.59032,0,0.6896551724137931,0.0,0.0,10000.0,3.3592,10.0,29.9,0.9064,0.95,1.5768,0.0,0.9,-128.43,0.4364,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,47.76,0.5148800000000001,0.021769999999999956,0.0,0.01696,18,100.57,167.71,4.18,0.0,118.46
144,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9724,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8839,25.7,84.11,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,3.2728,0,0.9834347653201049,0.003189999999999943,0.8839,0.132000000000005,1.0629999999999984,33.59032,0,0.7228915662650602,0.0,0.0,10000.0,2.2879,10.0,29.9,0.9064,0.95,1.6684,0.0,0.9,-130.03,0.442,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,40.25,0.51736,0.022520000000000095,0.0,0.06799,18,89.95,148.78,4.53,0.0,108.41
145,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9848,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.9118,21.33,89.91,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,4.2152,0,0.9834347653201049,0.003189999999999943,0.9118,0.132000000000005,1.0629999999999984,33.59032,0,0.6976744186046512,0.0,0.0,10000.0,2.8897,10.0,29.9,0.9064,0.95,1.896,0.0,0.9,-118.62,0.4559,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,52.45,0.5140300000000001,0.021160000000000068,0.0,0.06785,18,96.25,157.54,5.3,0.0,112.69
146,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9085,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8639,33.2,82.78,0.92,1.0,0,0.0,1.6232,0,0.03296703296703297,1.0046,0.0,2.4934,0,0.9834347653201049,0.003189999999999943,0.8639,0.132000000000005,1.0629999999999984,33.59032,0,0.6593406593406593,0.0,0.0,10000.0,2.429,10.0,29.9,0.9064,0.95,1.9593,0.0,0.9,-54.48,0.432,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,49.29,0.5151300000000001,0.019220000000000126,0.0,0.0,18,97.72,166.78,4.52,0.0,117.24
147,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9373,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8792,31.83,84.72,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,2.6616,0,0.9834347653201049,0.003189999999999943,0.8792,0.132000000000005,1.0629999999999984,33.59032,0,0.7142857142857143,0.0,0.0,10000.0,2.7728,10.0,29.9,0.9064,0.95,1.9153,0.0,0.9,-60.45,0.4396,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,42.93,0.5150700000000001,0.017750000000000044,0.0,0.0169,18,87.47,144.32,5.25,0.0,106.58
148,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9268,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8511,28.16,80.39,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,2.8548,0,0.9834347653201049,0.003189999999999943,0.8511,0.132000000000005,1.0629999999999984,33.59032,0,0.6666666666666666,0.0,0.0,10000.0,2.8524,10.0,29.9,0.9064,0.95,1.7951,0.0,0.9,-120.29,0.4255,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,51.49,0.51588,0.022949999999999915,0.0,0.0511,18,102.12,175.33,6.93,0.0,119.02
149,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9128,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8565,26.89,77.12,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,2.868,0,0.9834347653201049,0.003189999999999943,0.8565,0.132000000000005,1.0629999999999984,33.59032,0,0.6666666666666666,0.0,0.0,10000.0,3.2423,10.0,29.9,0.9064,0.95,1.5939,0.0,0.9,-62.5,0.4283,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,45.09,0.5136400000000001,0.030910000000000104,0.0,0.03388,18,93.62,151.31,5.88,0.0,109.36
150,15,elite,driver,0.0,0.0,22,1.0,0.9948,2,1.0,0.93,0.9574,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,0.9943,1.74,11.0,37.8,0.0,0.0,0.0,0.95,0.8912,25.37,88.07,0.92,1.0,0,0.0,1.6232,0,0.0,1.0046,0.0,3.4714,0,0.9834347653201049,0.003189999999999943,0.8912,0.132000000000005,1.0629999999999984,33.59032,0,0.6741573033707865,0.0,0.0,10000.0,2.7231,10.0,29.9,0.9064,0.95,1.9842,0.0,0.9,-101.41,0.4456,5.82,14.1,0.7967,23.18,23.9,0.0,0.95,43.72,0.5143400000000001,0.01928999999999992,0.0,0.03399,18,99.96,166.96,2.54,0.0,115.93
151,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8407,2.0664311826684694,1000000.0,1000000.0,0,0.0,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7486,14.98,63.45,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,4.2356,0,0.9641758182228819,-0.01946000000000011,0.7486,0.2920000000000016,0.978999999999993,11.253229999999991,0,0.6315789473684211,0.0,0.0,10000.0,2.4277,10.0,14.1,0.9064,0.88,1.6948,0.0,0.83,-54.92,0.3743,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,41.05,0.5284999999999999,0.04856000000000016,0.0,0.05074,18,79.61,135.47,0.46,0.0,95.23
152,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8871,5.484157218967921,1000000.0,1000000.0,1,0.2,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7187,15.76,74.07,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,4.6999,0,0.9641758182228819,-0.01946000000000011,0.575,0.2920000000000016,0.978999999999993,11.253229999999991,1,0.6521739130434783,0.0,0.0,10000.0,3.0463,10.0,14.1,0.9064,0.88,1.4159,0.0,0.83,-73.28,0.3234,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,31.6,0.52662,0.045680000000000165,0.0,0.06767,18,86.64,146.99,9.61,0.1488,103.65
153,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8148,5.484157218967921,1000000.0,1000000.0,2,0.4,0,0,1000000.0,0.0,0.0,0,1,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.6828,22.12,71.54,0.85,1.0,0,0.0,1.0966,0,0.4772727272727273,0.983,0.0,3.2342,0,0.9641758182228819,-0.01946000000000011,0.4097,0.2920000000000016,0.978999999999993,11.253229999999991,1,0.6818181818181819,0.0,0.0,10000.0,3.0636,10.0,14.1,0.9064,0.88,1.3378,0.03406,0.83,-130.3,0.2731,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,33.5,0.5214600000000001,0.04200999999999988,0.0,0.05108,18,81.41,139.53,12.52,0.3209,96.33
154,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8361,5.484157218967921,1000000.0,1000000.0,0,0.0,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7212,18.85,77.67,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,4.1204,0,0.9641758182228819,-0.01946000000000011,0.7212,0.2920000000000016,0.978999999999993,11.253229999999991,0,0.6122448979591837,0.0,0.0,10000.0,2.081,10.0,14.1,0.9064,0.88,1.0577,0.0,0.83,-104.09,0.3606,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,35.27,0.52684,0.06252999999999986,0.0,0.05069,18,87.0,149.59,5.99,0.0,103.68
155,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8354,5.484157218967921,1000000.0,1000000.0,1,0.2,0,0,1000000.0,0.0,0.0,1,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7986,15.82,67.66,0.85,1.0,0,0.0,1.0966,0,0.8125,0.983,0.0,4.2769,0,0.9641758182228819,-0.01946000000000011,0.6389,0.2920000000000016,0.978999999999993,11.253229999999991,0,0.625,0.0,0.0,10000.0,2.1641,10.0,14.1,0.9064,0.88,1.2937,0.06776,0.83,-71.25,0.3594,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,35.81,0.5156799999999999,0.03530999999999995,0.0,0.03388,18,84.23,138.18,4.5,0.1202,100.57
156,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8524,0.7091467309727117,1000000.0,1000000.0,2,0.4,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7881,21.57,76.65,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,3.5535,1,0.9641758182228819,-0.01946000000000011,0.4729,0.2920000000000016,0.978999999999993,11.253229999999991,1,0.5882352941176471,0.0,0.0,10000.0,2.6342,10.0,14.1,0.9064,0.88,1.8304,0.0,0.83,-111.65,0.3152,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,43.89,0.51741,0.04021999999999981,0.0,0.05063,18,84.17,140.12,8.82,0.3808,104.74
157,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8036,2.248421018555271,1000000.0,1000000.0,2,0.4,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7247,18.33,65.36,0.85,1.0,0,0.0,1.0966,1,0.0,0.983,0.0,3.5657,0,0.9641758182228819,-0.01946000000000011,0.4348,0.2920000000000016,0.978999999999993,11.253229999999991,1,0.5555555555555556,0.0,0.0,10000.0,2.7714,10.0,14.1,0.9064,0.88,1.5797,0.0,0.83,-54.72,0.2899,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,37.26,0.5184,0.05245,0.0,0.06786,18,77.75,126.25,14.23,0.2481,91.9
158,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8705,5.484157218967921,1000000.0,1000000.0,0,0.0,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7351,22.29,65.56,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,2.9412,0,0.9641758182228819,-0.01946000000000011,0.7351,0.2920000000000016,0.978999999999993,11.253229999999991,0,0.6593406593406593,0.0,0.0,10000.0,2.7258,10.0,14.1,0.9064,0.88,1.6346,0.0,0.83,-113.32,0.3675,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,34.57,0.52938,0.06468999999999991,0.0,0.06772,18,84.27,137.71,9.25,0.0,101.25
159,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8893,1.7726861448862525,1000000.0,1000000.0,2,0.4,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.6977,16.72,65.53,0.85,1.0,0,0.0,1.0966,1,0.0,0.983,0.0,3.9193,0,0.9641758182228819,-0.01946000000000011,0.4186,0.2920000000000016,0.978999999999993,11.253229999999991,1,0.5555555555555556,0.0,0.0,10000.0,1.828,10.0,14.1,0.9064,0.88,0.7628,0.0,0.83,-118.73,0.2791,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,44.79,0.5201100000000001,0.056400000000000006,0.0,0.05059,18,86.6,146.3,12.69,0.2353,104.12
160,16,semi_pro,driver,0.0,0.0,26,0.9925,0.9886,2,1.0,0.86,0.8491,5.484157218967921,1000000.0,1000000.0,1,0.2,0,0,1000000.0,0.0,0.0,0,0,96.4,0.2088,0.9,1.02,7,1,8.2,0.9714,1.7,14.6,58.4,0.0,0.0,0.0,0.88,0.7043,24.45,71.39,0.85,1.0,0,0.0,1.0966,0,0.0,0.983,0.0,2.9198,1,0.9641758182228819,-0.01946000000000011,0.5634,0.2920000000000016,0.978999999999993,11.253229999999991,0,0.5660377358490566,0.0,0.0,10000.0,1.9384,10.0,14.1,0.9064,0.88,0.8742,0.0,0.83,-111.83,0.3169,-17.18,267.1,0.5733,-0.87,17.2,0.0,0.88,40.6,0.5230899999999999,0.042010000000000214,0.0,0.0507,18,84.64,137.83,8.57,0.1901,103.49
161,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8795,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.7107,21.16,67.71,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.1999,1,0.9793943454362644,0.003159999999999971,0.5686,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.6451612903225806,0.0,0.0,10000.0,2.5522,10.0,27.1,0.961,0.88,1.7239,0.0,0.83,-58.91,0.3198,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,38.56,0.5782799999999999,0.04510000000000014,0.0,0.03389,13,86.5,146.86,11.08,0.1847,100.61
162,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.9046,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.7107,20.5,71.92,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.5083,0,0.9793943454362644,0.003159999999999971,0.5686,1.1979999999999933,-1.916000000000007,24.498229999999975,1,0.6593406593406593,0.0,0.0,10000.0,2.2432,10.0,27.1,0.961,0.88,1.2685,0.0,0.83,-83.43,0.3198,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,40.26,0.56633,0.04263000000000017,0.0,0.0,13,78.7,132.18,9.68,0.189,92.88
163,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8523,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.7608,16.67,60.32,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.6185,0,0.9793943454362644,0.003159999999999971,0.7608,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.6741573033707865,0.0,0.0,10000.0,3.071,10.0,27.1,0.961,0.88,1.4872,0.0,0.83,-127.21,0.3804,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,35.12,0.5745,0.047090000000000076,0.0,0.0,13,85.31,144.72,6.75,0.0,102.51
164,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.839,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.7881,25.3,75.71,0.85,1.0,0,0.0,1.4638,0,0.9108910891089109,0.9529,0.0,2.9925,0,0.9793943454362644,0.003159999999999971,0.7881,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.594059405940594,0.0,0.0,10000.0,2.7025,10.0,27.1,0.961,0.88,1.7712,0.08455,0.83,-77.31,0.3941,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,44.95,0.57721,0.04059999999999997,0.0,0.0,13,78.81,133.41,4.21,0.0,92.72
165,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8437,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.6673,25.73,67.96,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,2.6413,0,0.9793943454362644,0.003159999999999971,0.5338,1.1979999999999933,-1.916000000000007,24.498229999999975,1,0.6315789473684211,0.0,0.0,10000.0,2.5578,10.0,27.1,0.961,0.88,1.6136,0.0,0.83,-91.27,0.3003,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,32.04,0.56646,0.03776999999999986,0.0,0.08452,13,81.5,139.92,10.45,0.223,100.45
166,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.9088,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.6957,20.88,73.85,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.5369,0,0.9793943454362644,0.003159999999999971,0.6957,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.5882352941176471,0.0,0.0,10000.0,2.3415,10.0,27.1,0.961,0.88,1.4061,0.0,0.83,-74.03,0.3478,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,38.75,0.5677000000000001,0.050920000000000076,0.0,0.05077,13,87.0,145.84,3.04,0.0,100.26
167,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8397,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.706,17.79,70.27,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.95,1,0.9793943454362644,0.003159999999999971,0.4236,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.5882352941176471,0.0,0.0,10000.0,3.0275,10.0,27.1,0.961,0.88,1.3993,0.0,0.83,-123.26,0.2824,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,40.3,0.5726800000000001,0.0547200000000001,0.0,0.0337,13,83.91,133.55,12.19,0.3925,101.19
168,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8397,3.6207864678214507,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,1,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.6894,24.29,64.6,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,2.6595,0,0.9793943454362644,0.003159999999999971,0.4136,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.5769230769230769,0.0,0.0,10000.0,2.1346,10.0,27.1,0.961,0.88,1.0778,0.0,0.83,-104.77,0.2758,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,30.15,0.5684399999999998,0.04726000000000008,0.0,0.03393,13,74.01,120.74,13.3,0.2707,94.92
169,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.7876,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.7404,20.51,68.28,0.85,1.0,0,0.0,1.4638,1,0.0,0.9529,0.0,3.3291,0,0.9793943454362644,0.003159999999999971,0.5923,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.6666666666666666,0.0,0.0,10000.0,2.6946,10.0,27.1,0.961,0.88,1.6701,0.0,0.83,-59.54,0.3332,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,44.64,0.5645100000000001,0.040790000000000104,0.0,0.0,13,81.07,130.92,8.92,0.0,98.59
170,17,semi_pro,driver,0.0,0.0,35,0.925,0.9958,1,1.0,0.86,0.8465,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,35.6,0.2091,0.65,1.02,7,1,10.22,1.0686,1.87,10.2,54.8,0.0,0.0,0.0,0.88,0.6943,21.05,67.63,0.85,1.0,0,0.0,1.4638,0,0.0,0.9529,0.0,3.2128,0,0.9793943454362644,0.003159999999999971,0.5554,1.1979999999999933,-1.916000000000007,24.498229999999975,0,0.5607476635514019,0.0,0.0,10000.0,2.0023,10.0,27.1,0.961,0.88,0.9282,0.0,0.83,-86.59,0.3124,-1.54,355.6,0.67,20.04,20.1,0.0,0.88,39.29,0.5595800000000002,0.04942000000000002,0.0,0.0505,13,78.84,132.25,10.77,0.1253,94.41
