swing_id,golfer_id,skill_level,club_type,age_capability_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,compensation_severity,course_type_encoded,dominant_hand_encoded,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_m,hour_of_day,humidity_pct,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,links_course_flag,normalized_distance_factor,over_top_flag,physical_profile_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_tempo_ratio,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_headwind_component,wind_speed_mph,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
105,11,elite,driver,1.0,2,1.0,0.93,0.9515,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.9564,32.07,76.82,0.92,0,1.2478,0,1.0038,2.3954,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.7142857142857143,2.6274,23.1,0.9982,0.95,2.2289,0.0,0.9,-135.92,0.4782,-13.36,311.0,11.61,17.7,0.95,41.46,0.48928,0.0292399999999999,0.03382,25,93.82,154.25,4.16,0.0,109.77
106,11,elite,driver,1.0,2,1.0,0.93,0.9797,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.913,29.51,78.95,0.92,0,1.2478,0,1.0038,2.6754,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.7407407407407407,2.1013,23.1,0.9982,0.95,1.3716,0.0,0.9,-108.82,0.4565,-13.36,311.0,11.61,17.7,0.95,44.75,0.4836100000000001,0.0241699999999998,0.0,25,102.05,170.88,1.55,0.0,117.66
107,11,elite,driver,1.0,2,1.0,0.93,0.9188,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.8816,32.87,88.27,0.92,0,1.2478,0,1.0038,2.6854,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.7058823529411764,2.8962,23.1,0.9982,0.95,1.8287,0.0,0.9,-78.94,0.4408,-13.36,311.0,11.61,17.7,0.95,51.61,0.48604,0.0168099999999999,0.01702,25,92.33,161.69,4.99,0.0,109.25
108,11,elite,driver,1.0,2,1.0,0.93,0.9219,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.8643,23.43,75.9,0.92,0,1.2478,0,1.0038,3.2394,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.6741573033707865,2.4164,23.1,0.9982,0.95,1.9274,0.0,0.9,-120.61,0.4321,-13.36,311.0,11.61,17.7,0.95,50.26,0.4869800000000001,0.0212499999999998,0.01696,25,99.29,166.79,4.48,0.0,117.73
109,11,elite,driver,1.0,2,1.0,0.93,0.9861,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.9143,33.38,85.82,0.92,0,1.2478,0,1.0038,2.571,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.7142857142857143,2.615,23.1,0.9982,0.95,2.1443,0.0,0.9,-147.09,0.4572,-13.36,311.0,11.61,17.7,0.95,47.76,0.48417,0.0221099999999999,0.06787,25,95.0,157.8,1.19,0.0,108.59
110,11,elite,driver,1.0,2,1.0,0.93,0.9339,5.484157218967921,0.0,3,1,0,0,90.7,0.1584,1.0,1.06,9,0,11.93,1.63,12.3,51.6,0.95,0.9366,28.43,84.07,0.92,0,1.2478,0,1.0038,2.9571,0,0.9712472088311412,0.0079899999999997,-0.3800000000000096,-2.3310000000000084,27.25713,0,0.6896551724137931,2.9536,23.1,0.9982,0.95,1.9031,0.0,0.9,-149.04,0.4683,-13.36,311.0,11.61,17.7,0.95,40.34,0.4841299999999998,0.0230999999999999,0.0,25,89.06,142.75,0.13,0.0,106.94
111,12,elite,driver,1.0,2,1.0,0.93,0.907,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.953,31.28,88.71,0.92,0,1.1569,0,1.0151,2.836,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.6976744186046512,3.0506,17.3,0.9669,0.95,1.8749,0.0,0.9,-120.69,0.4765,-0.39,355.9,5.49,5.5,0.95,49.26,0.49162,0.01899,0.0,23,99.99,162.36,0.24,0.0,116.11
112,12,elite,driver,1.0,2,1.0,0.93,0.9058,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.862,21.74,78.92,0.92,0,1.1569,0,1.0151,3.6302,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.6666666666666666,2.2876,17.3,0.9669,0.95,1.6265,0.0,0.9,-144.11,0.431,-0.39,355.9,5.49,5.5,0.95,42.48,0.4908800000000001,0.0177,0.03375,23,97.8,163.61,4.36,0.0,115.67
113,12,elite,driver,1.0,2,1.0,0.93,0.9257,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.8653,29.5,75.67,0.92,0,1.1569,0,1.0151,2.5651,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.6593406593406593,2.5827,17.3,0.9669,0.95,2.0641,0.0,0.9,-140.73,0.4326,-0.39,355.9,5.49,5.5,0.95,43.28,0.49132,0.02234,0.06788,23,94.94,160.76,3.49,0.0,111.84
114,12,elite,driver,1.0,2,1.0,0.93,0.9464,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.8776,34.86,79.17,0.92,0,1.1569,0,1.0151,2.2711,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.7058823529411764,2.5584,17.3,0.9669,0.95,2.1214,0.0,0.9,-139.14,0.4388,-0.39,355.9,5.49,5.5,0.95,45.22,0.4935499999999999,0.0197299999999999,0.0,23,101.02,170.67,4.13,0.0,118.93
115,12,elite,driver,1.0,2,1.0,0.93,0.9754,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.8744,25.03,85.76,0.92,0,1.1569,0,1.0151,3.4263,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.75,2.3253,17.3,0.9669,0.95,1.7309,0.0,0.9,-74.97,0.4372,-0.39,355.9,5.49,5.5,0.95,44.81,0.49168,0.0229199999999999,0.01691,23,94.67,160.16,4.37,0.0,111.95
116,12,elite,driver,1.0,2,1.0,0.93,0.9543,5.484157218967921,0.2,0,1,1,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.8551,30.36,76.86,0.92,0,1.1569,0,1.0151,2.5316,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.6666666666666666,2.9125,17.3,0.9669,0.95,1.7632,0.0,0.9,-53.56,0.3848,-0.39,355.9,5.49,5.5,0.95,53.72,0.4950299999999999,0.02029,0.0,23,88.71,150.32,7.77,0.1378,106.63
117,12,elite,driver,1.0,2,1.0,0.93,0.9683,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.9354,32.41,88.42,0.92,0,1.1569,0,1.0151,2.7282,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.75,2.7046,17.3,0.9669,0.95,2.1002,0.0,0.9,-83.39,0.4677,-0.39,355.9,5.49,5.5,0.95,45.57,0.49229,0.02259,0.05121,23,101.04,169.16,4.65,0.0,117.64
118,12,elite,driver,1.0,2,1.0,0.93,0.9837,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.9048,20.8,85.95,0.92,0,1.1569,0,1.0151,4.1322,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.7407407407407407,2.6504,17.3,0.9669,0.95,2.0846,0.0,0.9,-137.92,0.4524,-0.39,355.9,5.49,5.5,0.95,52.14,0.48853,0.0148199999999998,0.06833,23,92.19,153.24,3.8,0.0,109.33
119,12,elite,driver,1.0,2,1.0,0.93,0.9282,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.9679,24.47,76.73,0.92,0,1.1569,0,1.0151,3.1357,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.6976744186046512,2.6322,17.3,0.9669,0.95,2.2502,0.0,0.9,-93.21,0.4839,-0.39,355.9,5.49,5.5,0.95,42.74,0.4939899999999999,0.02008,0.03405,23,91.95,151.45,1.8,0.0,105.65
120,12,elite,driver,1.0,2,1.0,0.93,0.9211,5.484157218967921,0.0,0,1,0,0,67.0,0.085,1.0,1.08,10,0,10.39,1.66,16.0,34.6,0.95,0.883,29.81,82.5,0.92,0,1.1569,0,1.0151,2.7675,0,0.9559411416398472,0.0088299999999999,3.6920000000000073,0.5629999999999993,22.32722000000003,0,0.7058823529411764,3.2925,17.3,0.9669,0.95,1.6219,0.0,0.9,-98.72,0.4415,-0.39,355.9,5.49,5.5,0.95,52.24,0.4958099999999998,0.0226899999999998,0.0,23,96.07,161.01,0.99,0.0,110.14
121,13,elite,driver,0.9475,2,1.0,0.93,0.9002,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9214,22.57,83.81,0.92,0,1.0779,0,0.9924,3.7133,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6666666666666666,2.2099,16.3,0.9513,0.95,1.5783,0.0,0.9,-90.89,0.4607,20.57,86.9,1.11,20.6,0.95,45.49,0.5139599999999999,0.0175199999999999,0.05077,22,93.84,158.0,5.78,0.0,113.89
122,13,elite,driver,0.9475,2,1.0,0.93,0.9861,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.89,20.97,87.74,0.92,0,1.0779,0,0.9924,4.1841,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6818181818181819,3.1099,16.3,0.9513,0.95,1.7192,0.0,0.9,-117.88,0.445,20.57,86.9,1.11,20.6,0.95,49.94,0.5153200000000001,0.0187399999999999,0.06793,22,97.07,158.98,5.38,0.0,116.54
123,13,elite,driver,0.9475,2,1.0,0.93,0.9849,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9785,34.83,76.93,0.92,0,1.0779,0,0.9924,2.2087,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6976744186046512,2.2421,16.3,0.9513,0.95,1.7441,0.0,0.9,-52.96,0.4893,20.57,86.9,1.11,20.6,0.95,52.3,0.51715,0.0289300000000001,0.05109,22,100.11,164.36,1.31,0.0,118.57
124,13,elite,driver,0.9475,2,1.0,0.93,0.9896,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9152,29.06,83.94,0.92,0,1.0779,0,0.9924,2.8885,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6521739130434783,2.6892,16.3,0.9513,0.95,2.0696,0.0,0.9,-131.36,0.4576,20.57,86.9,1.11,20.6,0.95,40.41,0.51208,0.0222199999999999,0.03384,22,91.47,148.53,0.0,0.0,110.6
125,13,elite,driver,0.9475,2,1.0,0.93,0.932,0.6643750670286773,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9225,23.54,75.25,0.92,0,1.0779,0,0.9924,3.1967,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6976744186046512,3.0112,16.3,0.9513,0.95,1.8382,0.0,0.9,-55.16,0.4612,20.57,86.9,1.11,20.6,0.95,44.54,0.5166799999999999,0.0255699999999998,0.06752,22,92.04,153.73,3.25,0.0,106.45
126,13,elite,driver,0.9475,2,1.0,0.93,0.9739,5.484157218967921,0.2,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9542,20.28,80.8,0.92,0,1.0779,0,0.9924,3.9842,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,1,0.7407407407407407,2.8679,16.3,0.9513,0.95,2.0005,0.0,0.9,-72.74,0.4294,20.57,86.9,1.11,20.6,0.95,42.29,0.5168699999999999,0.02106,0.03405,22,100.01,166.02,8.81,0.1322,119.81
127,13,elite,driver,0.9475,2,1.0,0.93,0.9097,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9784,34.41,88.83,0.92,0,1.0779,0,0.9924,2.5815,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.7228915662650602,2.8588,16.3,0.9513,0.95,2.0585,0.0,0.9,-114.51,0.4892,20.57,86.9,1.11,20.6,0.95,44.41,0.5134899999999999,0.0224200000000001,0.01701,22,96.14,159.85,1.51,0.0,117.68
128,13,elite,driver,0.9475,2,1.0,0.93,0.9696,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.8741,33.11,89.26,0.92,0,1.0779,0,0.9924,2.6959,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.7317073170731707,2.5519,16.3,0.9513,0.95,2.1206,0.0,0.9,-79.72,0.437,20.57,86.9,1.11,20.6,0.95,44.48,0.5162500000000001,0.0229700000000001,0.05066,22,89.54,152.57,3.55,0.0,110.26
129,13,elite,driver,0.9475,2,1.0,0.93,0.9702,5.484157218967921,0.0,0,1,0,0,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.9687,23.98,84.25,0.92,0,1.0779,0,0.9924,3.5133,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.6741573033707865,2.6804,16.3,0.9513,0.95,2.1997,0.0,0.9,-61.46,0.4844,20.57,86.9,1.11,20.6,0.95,50.55,0.5139599999999999,0.0226600000000001,0.03379,22,91.85,153.5,4.03,0.0,110.54
130,13,elite,driver,0.9475,2,1.0,0.93,0.9452,5.484157218967921,0.2,0,1,0,1,26.1,0.2179,1.0,1.02,7,1,9.08,1.74,11.6,37.3,0.95,0.8509,29.68,88.36,0.92,0,1.0779,0,0.9924,2.9771,0,0.9414868134520088,-0.0216300000000001,-0.7119999999999891,-0.3210000000000172,23.75667,0,0.75,2.393,16.3,0.9513,0.95,1.8394,0.0,0.9,-54.73,0.3829,20.57,86.9,1.11,20.6,0.95,54.14,0.5196600000000001,0.01788,0.03401,22,100.55,166.34,7.14,0.2321,119.32
131,14,elite,driver,0.9625,2,1.0,0.93,0.9036,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.9647,34.57,80.29,0.92,0,0.6491,0,1.0005,2.3225,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6818181818181819,2.4102,24.8,0.9882,0.95,2.1335,0.0,0.9,-88.96,0.4824,6.12,162.8,-19.77,20.7,0.95,44.68,0.5245899999999999,0.0186899999999998,0.06792,22,88.89,146.16,1.3,0.0,106.91
132,14,elite,driver,0.9625,2,1.0,0.93,0.9592,2.473530488733501,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.8991,20.12,88.77,0.92,0,0.6491,0,1.0005,4.412,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.759493670886076,2.8806,24.8,0.9882,0.95,1.876,0.0,0.9,-73.45,0.4496,6.12,162.8,-19.77,20.7,0.95,52.17,0.5226400000000001,0.0199200000000001,0.0,22,101.17,162.15,5.66,0.0,116.08
133,14,elite,driver,0.9625,2,1.0,0.93,0.9431,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.8969,22.76,77.62,0.92,0,0.6491,0,1.0005,3.4104,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.7142857142857143,2.4416,24.8,0.9882,0.95,2.069,0.0,0.9,-66.93,0.4485,6.12,162.8,-19.77,20.7,0.95,40.12,0.5243800000000001,0.02124,0.0,22,93.37,160.95,4.48,0.0,106.75
134,14,elite,driver,0.9625,2,1.0,0.93,0.9074,0.5698637305967283,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.8808,23.04,76.41,0.92,0,0.6491,0,1.0005,3.3164,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.759493670886076,3.1013,24.8,0.9882,0.95,1.7059,0.0,0.9,-71.32,0.4404,6.12,162.8,-19.77,20.7,0.95,54.37,0.5224,0.0238100000000001,0.01694,22,98.8,163.0,3.17,0.0,115.9
135,14,elite,driver,0.9625,2,1.0,0.93,0.9308,5.484157218967921,0.2,0,1,0,1,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.9012,25.81,75.82,0.92,0,0.6491,0,1.0005,2.9376,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.7407407407407407,2.65,24.8,0.9882,0.95,2.0767,0.0,0.9,-145.26,0.4055,6.12,162.8,-19.77,20.7,0.95,52.87,0.5278099999999999,0.0219599999999999,0.0,22,96.86,166.96,3.95,0.2485,112.48
136,14,elite,driver,0.9625,2,1.0,0.93,0.9865,1.5100075966117568,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.8749,27.19,76.49,0.92,0,0.6491,0,1.0005,2.8132,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6896551724137931,2.2055,24.8,0.9882,0.95,1.4906,0.0,0.9,-132.98,0.4375,6.12,162.8,-19.77,20.7,0.95,50.47,0.5249199999999999,0.0202099999999998,0.01701,22,98.97,166.19,1.67,0.0,115.15
137,14,elite,driver,0.9625,2,1.0,0.93,0.9855,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.9513,23.95,88.47,0.92,0,0.6491,0,1.0005,3.6939,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6818181818181819,2.559,24.8,0.9882,0.95,2.2988,0.06768,0.9,-115.79,0.4757,6.12,162.8,-19.77,20.7,0.95,47.44,0.52316,0.0150099999999998,0.0,22,95.47,155.94,2.28,0.0,108.25
138,14,elite,driver,0.9625,2,1.0,0.93,0.9027,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.8602,22.84,81.58,0.92,0,0.6491,0,1.0005,3.5718,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6741573033707865,3.1212,24.8,0.9882,0.95,1.6561,0.0,0.9,-50.01,0.4301,6.12,162.8,-19.77,20.7,0.95,44.46,0.5254700000000001,0.02029,0.0,22,90.4,150.99,5.51,0.0,109.46
139,14,elite,driver,0.9625,2,1.0,0.93,0.9086,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.95,24.58,78.37,0.92,0,0.6491,0,1.0005,3.1884,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6666666666666666,2.8969,24.8,0.9882,0.95,1.9701,0.0,0.9,-80.92,0.475,6.12,162.8,-19.77,20.7,0.95,40.51,0.52607,0.0226399999999999,0.06804,22,98.26,161.92,2.47,0.0,114.88
140,14,elite,driver,0.9625,2,1.0,0.93,0.9438,5.484157218967921,0.0,0,1,0,0,495.5,0.2064,1.0,1.02,7,0,11.04,1.77,14.4,78.7,0.95,0.9206,34.99,81.43,0.92,0,0.6491,0,1.0005,2.3272,0,0.9578090649546612,0.0090099999999998,-0.333999999999989,0.0169999999999912,12.052369999999986,0,0.6976744186046512,2.127,24.8,0.9882,0.95,1.4262,0.0,0.9,-135.62,0.4603,6.12,162.8,-19.77,20.7,0.95,51.3,0.5221499999999999,0.0190699999999999,0.06756,22,97.66,164.13,7.02,0.0,116.74
141,15,elite,driver,1.0,2,1.0,0.93,0.9406,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8644,32.57,81.8,0.92,0,1.6232,0,1.0046,2.5115,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.7142857142857143,2.5657,29.9,0.9064,0.95,2.0811,0.017,0.9,-112.54,0.4322,5.82,14.1,23.18,23.9,0.95,49.9,0.51493,0.0223799999999999,0.06801,18,96.76,162.94,4.38,0.0,116.78
142,15,elite,driver,1.0,2,1.0,0.93,0.921,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.9567,27.04,87.71,0.92,0,1.6232,0,1.0046,3.2437,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.7407407407407407,2.406,29.9,0.9064,0.95,2.104,0.0,0.9,-65.96,0.4783,5.82,14.1,23.18,23.9,0.95,45.13,0.5139600000000001,0.0195999999999999,0.06818,18,98.02,164.18,2.61,0.0,118.38
143,15,elite,driver,1.0,2,1.0,0.93,0.9317,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8727,27.62,87.37,0.92,0,1.6232,0,1.0046,3.1633,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6896551724137931,3.3592,29.9,0.9064,0.95,1.5768,0.0,0.9,-128.43,0.4364,5.82,14.1,23.18,23.9,0.95,47.76,0.5148800000000001,0.0217699999999999,0.01696,18,100.57,167.71,4.18,0.0,118.46
144,15,elite,driver,1.0,2,1.0,0.93,0.9724,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8839,25.7,84.11,0.92,0,1.6232,0,1.0046,3.2728,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.7228915662650602,2.2879,29.9,0.9064,0.95,1.6684,0.0,0.9,-130.03,0.442,5.82,14.1,23.18,23.9,0.95,40.25,0.51736,0.02252,0.06799,18,89.95,148.78,4.53,0.0,108.41
145,15,elite,driver,1.0,2,1.0,0.93,0.9848,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.9118,21.33,89.91,0.92,0,1.6232,0,1.0046,4.2152,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6976744186046512,2.8897,29.9,0.9064,0.95,1.896,0.0,0.9,-118.62,0.4559,5.82,14.1,23.18,23.9,0.95,52.45,0.5140300000000001,0.02116,0.06785,18,96.25,157.54,5.3,0.0,112.69
146,15,elite,driver,1.0,2,1.0,0.93,0.9085,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8639,33.2,82.78,0.92,0,1.6232,0,1.0046,2.4934,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6593406593406593,2.429,29.9,0.9064,0.95,1.9593,0.0,0.9,-54.48,0.432,5.82,14.1,23.18,23.9,0.95,49.29,0.5151300000000001,0.0192200000000001,0.0,18,97.72,166.78,4.52,0.0,117.24
147,15,elite,driver,1.0,2,1.0,0.93,0.9373,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8792,31.83,84.72,0.92,0,1.6232,0,1.0046,2.6616,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.7142857142857143,2.7728,29.9,0.9064,0.95,1.9153,0.0,0.9,-60.45,0.4396,5.82,14.1,23.18,23.9,0.95,42.93,0.5150700000000001,0.01775,0.0169,18,87.47,144.32,5.25,0.0,106.58
148,15,elite,driver,1.0,2,1.0,0.93,0.9268,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8511,28.16,80.39,0.92,0,1.6232,0,1.0046,2.8548,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6666666666666666,2.8524,29.9,0.9064,0.95,1.7951,0.0,0.9,-120.29,0.4255,5.82,14.1,23.18,23.9,0.95,51.49,0.51588,0.0229499999999999,0.0511,18,102.12,175.33,6.93,0.0,119.02
149,15,elite,driver,1.0,2,1.0,0.93,0.9128,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8565,26.89,77.12,0.92,0,1.6232,0,1.0046,2.868,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6666666666666666,3.2423,29.9,0.9064,0.95,1.5939,0.0,0.9,-62.5,0.4283,5.82,14.1,23.18,23.9,0.95,45.09,0.5136400000000001,0.0309100000000001,0.03388,18,93.62,151.31,5.88,0.0,109.36
150,15,elite,driver,1.0,2,1.0,0.93,0.9574,5.484157218967921,0.0,0,1,0,0,44.0,0.2634,0.9,1.06,9,1,10.94,1.74,11.0,37.8,0.95,0.8912,25.37,88.07,0.92,0,1.6232,0,1.0046,3.4714,0,0.9834347653201048,0.0031899999999999,0.132000000000005,1.0629999999999984,33.59032,0,0.6741573033707865,2.7231,29.9,0.9064,0.95,1.9842,0.0,0.9,-101.41,0.4456,5.82,14.1,23.18,23.9,0.95,43.72,0.5143400000000001,0.0192899999999999,0.03399,18,99.96,166.96,2.54,0.0,115.93
