swing_id,golfer_id,skill_level,age,years_experience,gender,height_m,fitness_level,dominant_hand,temperature_c,wind_speed_mph,wind_direction_deg,humidity_pct,elevation_m,hour_of_day,course_type,green_speed_stimp,club_type,kinematic_sequence_score,kinematic_sequence_confidence,lag_angle_mid_downswing,lag_angle_impact,lag_confidence,xfactor_degrees,xfactor_confidence,weight_transfer_timing_ms,weight_transfer_confidence,club_path_consistency,club_path_confidence,swing_tempo_ratio,tempo_confidence,early_cast_flag,reverse_pivot_flag,sway_flag,early_extension_flag,over_top_flag,clubhead_speed_mph,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,compensation_count,compensation_severity
91,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.8679,0.95,75.1,23.01,0.92,47.96,0.95,-125.65,0.9,0.9061,0.93,2.6311,0.95,0,0,0,0,0,117.95,98.23,169.23,4.99,0.0,0,0.0
92,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.9698,0.95,79.03,27.03,0.92,54.8,0.95,-119.89,0.9,0.9844,0.93,3.2446,0.95,0,0,1,0,0,105.47,88.37,153.55,5.85,0.2244,1,0.2
93,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.865,0.95,75.72,29.99,0.92,48.04,0.95,-85.71,0.9,0.9893,0.93,2.5305,0.95,0,0,0,0,0,115.27,96.7,162.36,5.32,0.0,0,0.0
94,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.884,0.95,81.53,26.36,0.92,51.82,0.95,-75.7,0.9,0.9864,0.93,3.0146,0.95,0,1,0,0,0,114.61,96.64,161.51,7.22,0.1818,1,0.2
95,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.8921,0.95,76.83,30.69,0.92,52.99,0.95,-102.5,0.9,0.9641,0.93,2.4749,0.95,0,0,0,0,0,109.26,91.45,151.8,2.85,0.0,0,0.0
96,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.8899,0.95,86.53,25.68,0.92,49.98,0.95,-57.34,0.9,0.978,0.93,2.5866,0.95,0,0,0,0,0,109.36,93.94,156.62,4.13,0.0,0,0.0
97,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.868,0.95,80.16,29.61,0.92,51.29,0.95,-88.71,0.9,0.912,0.93,2.5743,0.95,0,0,0,0,0,111.98,93.97,158.9,3.41,0.0,0,0.0
98,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.9543,0.95,84.16,25.05,0.92,42.46,0.95,-59.68,0.9,0.926,0.93,2.955,0.95,0,0,0,0,0,114.3,94.91,153.22,1.49,0.0,0,0.0
99,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.9639,0.95,88.53,22.64,0.92,52.06,0.95,-115.06,0.9,0.9423,0.93,2.8111,0.95,0,0,0,0,0,115.88,98.79,169.99,1.62,0.0,0,0.0
100,10,elite,31,19,M,1.78,7,right,16.1,4.8,58.0,60.3,87.0,8.9,parkland,10.77,driver,0.9027,0.95,82.69,20.82,0.92,42.92,0.95,-128.19,0.9,0.9321,0.93,2.8318,0.95,0,0,0,0,0,106.08,83.74,140.85,6.0,0.0,0,0.0
101,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.8557,0.95,79.47,33.71,0.92,49.55,0.95,-127.78,0.9,0.956,0.93,2.6867,0.95,0,0,0,0,0,109.78,92.54,155.29,2.75,0.0,0,0.0
102,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.9061,0.95,89.19,22.39,0.92,53.0,0.95,-73.22,0.9,0.9518,0.93,3.1362,0.95,0,0,0,0,0,110.11,93.84,159.97,3.64,0.0,0,0.0
103,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.8705,0.95,88.45,28.54,0.92,43.6,0.95,-90.71,0.9,0.9456,0.93,2.8076,0.95,0,0,0,0,0,118.43,100.3,167.22,6.63,0.0,0,0.0
104,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.8966,0.95,82.08,34.26,0.92,45.93,0.95,-121.54,0.9,0.9761,0.93,3.0512,0.95,0,0,0,0,0,115.82,95.33,156.1,3.73,0.0,0,0.0
105,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.9564,0.95,76.82,32.07,0.92,41.46,0.95,-135.92,0.9,0.9515,0.93,2.6274,0.95,0,0,0,0,0,109.77,93.82,154.25,4.16,0.0,0,0.0
106,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.913,0.95,78.95,29.51,0.92,44.75,0.95,-108.82,0.9,0.9797,0.93,2.1013,0.95,0,0,0,0,0,117.66,102.05,170.88,1.55,0.0,0,0.0
107,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.8816,0.95,88.27,32.87,0.92,51.61,0.95,-78.94,0.9,0.9188,0.93,2.8962,0.95,0,0,0,0,0,109.25,92.33,161.69,4.99,0.0,0,0.0
108,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.8643,0.95,75.9,23.43,0.92,50.26,0.95,-120.61,0.9,0.9219,0.93,2.4164,0.95,0,0,0,0,0,117.73,99.29,166.79,4.48,0.0,0,0.0
109,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.9143,0.95,85.82,33.38,0.92,47.76,0.95,-147.09,0.9,0.9861,0.93,2.615,0.95,0,0,0,0,0,108.59,95.0,157.8,1.19,0.0,0,0.0
110,11,elite,25,25,F,1.63,9,right,23.1,17.7,311.0,51.6,90.7,12.3,mountain,11.93,driver,0.9366,0.95,84.07,28.43,0.92,40.34,0.95,-149.04,0.9,0.9339,0.93,2.9536,0.95,0,0,0,0,0,106.94,89.06,142.75,0.13,0.0,0,0.0
111,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.953,0.95,88.71,31.28,0.92,49.26,0.95,-120.69,0.9,0.907,0.93,3.0506,0.95,0,0,0,0,0,116.11,99.99,162.36,0.24,0.0,0,0.0
112,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.862,0.95,78.92,21.74,0.92,42.48,0.95,-144.11,0.9,0.9058,0.93,2.2876,0.95,0,0,0,0,0,115.67,97.8,163.61,4.36,0.0,0,0.0
113,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.8653,0.95,75.67,29.5,0.92,43.28,0.95,-140.73,0.9,0.9257,0.93,2.5827,0.95,0,0,0,0,0,111.84,94.94,160.76,3.49,0.0,0,0.0
114,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.8776,0.95,79.17,34.86,0.92,45.22,0.95,-139.14,0.9,0.9464,0.93,2.5584,0.95,0,0,0,0,0,118.93,101.02,170.67,4.13,0.0,0,0.0
115,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.8744,0.95,85.76,25.03,0.92,44.81,0.95,-74.97,0.9,0.9754,0.93,2.3253,0.95,0,0,0,0,0,111.95,94.67,160.16,4.37,0.0,0,0.0
116,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.8551,0.95,76.86,30.36,0.92,53.72,0.95,-53.56,0.9,0.9543,0.93,2.9125,0.95,1,0,0,0,0,106.63,88.71,150.32,7.77,0.1378,1,0.2
117,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.9354,0.95,88.42,32.41,0.92,45.57,0.95,-83.39,0.9,0.9683,0.93,2.7046,0.95,0,0,0,0,0,117.64,101.04,169.16,4.65,0.0,0,0.0
118,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.9048,0.95,85.95,20.8,0.92,52.14,0.95,-137.92,0.9,0.9837,0.93,2.6504,0.95,0,0,0,0,0,109.33,92.19,153.24,3.8,0.0,0,0.0
119,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.9679,0.95,76.73,24.47,0.92,42.74,0.95,-93.21,0.9,0.9282,0.93,2.6322,0.95,0,0,0,0,0,105.65,91.95,151.45,1.8,0.0,0,0.0
120,12,elite,24,23,F,1.66,10,right,17.3,5.5,355.9,34.6,67.0,16.0,parkland,10.39,driver,0.883,0.95,82.5,29.81,0.92,52.24,0.95,-98.72,0.9,0.9211,0.93,3.2925,0.95,0,0,0,0,0,110.14,96.07,161.01,0.99,0.0,0,0.0
121,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9214,0.95,83.81,22.57,0.92,45.49,0.95,-90.89,0.9,0.9002,0.93,2.2099,0.95,0,0,0,0,0,113.89,93.84,158.0,5.78,0.0,0,0.0
122,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.89,0.95,87.74,20.97,0.92,49.94,0.95,-117.88,0.9,0.9861,0.93,3.1099,0.95,0,0,0,0,0,116.54,97.07,158.98,5.38,0.0,0,0.0
123,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9785,0.95,76.93,34.83,0.92,52.3,0.95,-52.96,0.9,0.9849,0.93,2.2421,0.95,0,0,0,0,0,118.57,100.11,164.36,1.31,0.0,0,0.0
124,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9152,0.95,83.94,29.06,0.92,40.41,0.95,-131.36,0.9,0.9896,0.93,2.6892,0.95,0,0,0,0,0,110.6,91.47,148.53,0.0,0.0,0,0.0
125,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9225,0.95,75.25,23.54,0.92,44.54,0.95,-55.16,0.9,0.932,0.93,3.0112,0.95,0,0,0,0,0,106.45,92.04,153.73,3.25,0.0,0,0.0
126,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9542,0.95,80.8,20.28,0.92,42.29,0.95,-72.74,0.9,0.9739,0.93,2.8679,0.95,0,0,1,0,0,119.81,100.01,166.02,8.81,0.1322,1,0.2
127,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9784,0.95,88.83,34.41,0.92,44.41,0.95,-114.51,0.9,0.9097,0.93,2.8588,0.95,0,0,0,0,0,117.68,96.14,159.85,1.51,0.0,0,0.0
128,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.8741,0.95,89.26,33.11,0.92,44.48,0.95,-79.72,0.9,0.9696,0.93,2.5519,0.95,0,0,0,0,0,110.26,89.54,152.57,3.55,0.0,0,0.0
129,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.9687,0.95,84.25,23.98,0.92,50.55,0.95,-61.46,0.9,0.9702,0.93,2.6804,0.95,0,0,0,0,0,110.54,91.85,153.5,4.03,0.0,0,0.0
130,13,elite,32,22,M,1.74,7,right,16.3,20.6,86.9,37.3,26.1,11.6,parkland,9.08,driver,0.8509,0.95,88.36,29.68,0.92,54.14,0.95,-54.73,0.9,0.9452,0.93,2.393,0.95,0,0,0,1,0,119.32,100.55,166.34,7.14,0.2321,1,0.2
131,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.9647,0.95,80.29,34.57,0.92,44.68,0.95,-88.96,0.9,0.9036,0.93,2.4102,0.95,0,0,0,0,0,106.91,88.89,146.16,1.3,0.0,0,0.0
132,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.8991,0.95,88.77,20.12,0.92,52.17,0.95,-73.45,0.9,0.9592,0.93,2.8806,0.95,0,0,0,0,0,116.08,101.17,162.15,5.66,0.0,0,0.0
133,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.8969,0.95,77.62,22.76,0.92,40.12,0.95,-66.93,0.9,0.9431,0.93,2.4416,0.95,0,0,0,0,0,106.75,93.37,160.95,4.48,0.0,0,0.0
134,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.8808,0.95,76.41,23.04,0.92,54.37,0.95,-71.32,0.9,0.9074,0.93,3.1013,0.95,0,0,0,0,0,115.9,98.8,163.0,3.17,0.0,0,0.0
135,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.9012,0.95,75.82,25.81,0.92,52.87,0.95,-145.26,0.9,0.9308,0.93,2.65,0.95,0,0,0,1,0,112.48,96.86,166.96,3.95,0.2485,1,0.2
136,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.8749,0.95,76.49,27.19,0.92,50.47,0.95,-132.98,0.9,0.9865,0.93,2.2055,0.95,0,0,0,0,0,115.15,98.97,166.19,1.67,0.0,0,0.0
137,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.9513,0.95,88.47,23.95,0.92,47.44,0.95,-115.79,0.9,0.9855,0.93,2.559,0.95,0,0,0,0,0,108.25,95.47,155.94,2.28,0.0,0,0.0
138,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.8602,0.95,81.58,22.84,0.92,44.46,0.95,-50.01,0.9,0.9027,0.93,3.1212,0.95,0,0,0,0,0,109.46,90.4,150.99,5.51,0.0,0,0.0
139,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.95,0.95,78.37,24.58,0.92,40.51,0.95,-80.92,0.9,0.9086,0.93,2.8969,0.95,0,0,0,0,0,114.88,98.26,161.92,2.47,0.0,0,0.0
140,14,elite,30,22,F,1.77,7,right,24.8,20.7,162.8,78.7,495.5,14.4,parkland,11.04,driver,0.9206,0.95,81.43,34.99,0.92,51.3,0.95,-135.62,0.9,0.9438,0.93,2.127,0.95,0,0,0,0,0,116.74,97.66,164.13,7.02,0.0,0,0.0
141,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8644,0.95,81.8,32.57,0.92,49.9,0.95,-112.54,0.9,0.9406,0.93,2.5657,0.95,0,0,0,0,0,116.78,96.76,162.94,4.38,0.0,0,0.0
142,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.9567,0.95,87.71,27.04,0.92,45.13,0.95,-65.96,0.9,0.921,0.93,2.406,0.95,0,0,0,0,0,118.38,98.02,164.18,2.61,0.0,0,0.0
143,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8727,0.95,87.37,27.62,0.92,47.76,0.95,-128.43,0.9,0.9317,0.93,3.3592,0.95,0,0,0,0,0,118.46,100.57,167.71,4.18,0.0,0,0.0
144,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8839,0.95,84.11,25.7,0.92,40.25,0.95,-130.03,0.9,0.9724,0.93,2.2879,0.95,0,0,0,0,0,108.41,89.95,148.78,4.53,0.0,0,0.0
145,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.9118,0.95,89.91,21.33,0.92,52.45,0.95,-118.62,0.9,0.9848,0.93,2.8897,0.95,0,0,0,0,0,112.69,96.25,157.54,5.3,0.0,0,0.0
146,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8639,0.95,82.78,33.2,0.92,49.29,0.95,-54.48,0.9,0.9085,0.93,2.429,0.95,0,0,0,0,0,117.24,97.72,166.78,4.52,0.0,0,0.0
147,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8792,0.95,84.72,31.83,0.92,42.93,0.95,-60.45,0.9,0.9373,0.93,2.7728,0.95,0,0,0,0,0,106.58,87.47,144.32,5.25,0.0,0,0.0
148,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8511,0.95,80.39,28.16,0.92,51.49,0.95,-120.29,0.9,0.9268,0.93,2.8524,0.95,0,0,0,0,0,119.02,102.12,175.33,6.93,0.0,0,0.0
149,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8565,0.95,77.12,26.89,0.92,45.09,0.95,-62.5,0.9,0.9128,0.93,3.2423,0.95,0,0,0,0,0,109.36,93.62,151.31,5.88,0.0,0,0.0
150,15,elite,22,18,M,1.74,9,right,29.9,23.9,14.1,37.8,44.0,11.0,parkland,10.94,driver,0.8912,0.95,88.07,25.37,0.92,43.72,0.95,-101.41,0.9,0.9574,0.93,2.7231,0.95,0,0,0,0,0,115.93,99.96,166.96,2.54,0.0,0,0.0
151,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7486,0.88,63.45,14.98,0.85,41.05,0.88,-54.92,0.83,0.8407,0.86,2.4277,0.88,0,0,0,0,0,95.23,79.61,135.47,0.46,0.0,0,0.0
152,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7187,0.88,74.07,15.76,0.85,31.6,0.88,-73.28,0.83,0.8871,0.86,3.0463,0.88,0,0,1,0,0,103.65,86.64,146.99,9.61,0.1488,1,0.2
153,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.6828,0.88,71.54,22.12,0.85,33.5,0.88,-130.3,0.83,0.8148,0.86,3.0636,0.88,0,0,1,1,0,96.33,81.41,139.53,12.52,0.3209,2,0.4
154,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7212,0.88,77.67,18.85,0.85,35.27,0.88,-104.09,0.83,0.8361,0.86,2.081,0.88,0,0,0,0,0,103.68,87.0,149.59,5.99,0.0,0,0.0
155,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7986,0.88,67.66,15.82,0.85,35.81,0.88,-71.25,0.83,0.8354,0.86,2.1641,0.88,1,0,0,0,0,100.57,84.23,138.18,4.5,0.1202,1,0.2
156,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7881,0.88,76.65,21.57,0.85,43.89,0.88,-111.65,0.83,0.8524,0.86,2.6342,0.88,0,1,1,0,0,104.74,84.17,140.12,8.82,0.3808,2,0.4
157,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7247,0.88,65.36,18.33,0.85,37.26,0.88,-54.72,0.83,0.8036,0.86,2.7714,0.88,0,0,1,0,1,91.9,77.75,126.25,14.23,0.2481,2,0.4
158,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7351,0.88,65.56,22.29,0.85,34.57,0.88,-113.32,0.83,0.8705,0.86,2.7258,0.88,0,0,0,0,0,101.25,84.27,137.71,9.25,0.0,0,0.0
159,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.6977,0.88,65.53,16.72,0.85,44.79,0.88,-118.73,0.83,0.8893,0.86,1.828,0.88,0,0,1,0,1,104.12,86.6,146.3,12.69,0.2353,2,0.4
160,16,semi_pro,26,18,M,1.7,7,left,14.1,17.2,267.1,58.4,96.4,14.6,parkland,8.2,driver,0.7043,0.88,71.39,24.45,0.85,40.6,0.88,-111.83,0.83,0.8491,0.86,1.9384,0.88,0,1,0,0,0,103.49,84.64,137.83,8.57,0.1901,1,0.2
161,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.7107,0.88,67.71,21.16,0.85,38.56,0.88,-58.91,0.83,0.8795,0.86,2.5522,0.88,0,1,0,0,0,100.61,86.5,146.86,11.08,0.1847,1,0.2
162,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.7107,0.88,71.92,20.5,0.85,40.26,0.88,-83.43,0.83,0.9046,0.86,2.2432,0.88,0,0,1,0,0,92.88,78.7,132.18,9.68,0.189,1,0.2
163,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.7608,0.88,60.32,16.67,0.85,35.12,0.88,-127.21,0.83,0.8523,0.86,3.071,0.88,0,0,0,0,0,102.51,85.31,144.72,6.75,0.0,0,0.0
164,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.7881,0.88,75.71,25.3,0.85,44.95,0.88,-77.31,0.83,0.839,0.86,2.7025,0.88,0,0,0,0,0,92.72,78.81,133.41,4.21,0.0,0,0.0
165,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.6673,0.88,67.96,25.73,0.85,32.04,0.88,-91.27,0.83,0.8437,0.86,2.5578,0.88,0,0,1,0,0,100.45,81.5,139.92,10.45,0.223,1,0.2
166,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.6957,0.88,73.85,20.88,0.85,38.75,0.88,-74.03,0.83,0.9088,0.86,2.3415,0.88,0,0,0,0,0,100.26,87.0,145.84,3.04,0.0,0,0.0
167,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.706,0.88,70.27,17.79,0.85,40.3,0.88,-123.26,0.83,0.8397,0.86,3.0275,0.88,1,1,0,0,0,101.19,83.91,133.55,12.19,0.3925,2,0.4
168,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.6894,0.88,64.6,24.29,0.85,30.15,0.88,-104.77,0.83,0.8397,0.86,2.1346,0.88,1,0,0,1,0,94.92,74.01,120.74,13.3,0.2707,2,0.4
169,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.7404,0.88,68.28,20.51,0.85,44.64,0.88,-59.54,0.83,0.7876,0.86,2.6946,0.88,0,0,0,0,1,98.59,81.07,130.92,8.92,0.0,1,0.2
170,17,semi_pro,35,13,M,1.87,7,right,27.1,20.1,355.6,54.8,35.6,10.2,parkland,10.22,driver,0.6943,0.88,67.63,21.05,0.85,39.29,0.88,-86.59,0.83,0.8465,0.86,2.0023,0.88,1,0,0,0,0,94.41,78.84,132.25,10.77,0.1253,1,0.2
171,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.8262,0.88,63.88,20.96,0.85,35.61,0.88,-79.99,0.83,0.8147,0.86,2.4534,0.88,0,1,1,0,0,97.78,81.19,135.45,11.45,0.3458,2,0.4
172,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.6905,0.88,67.72,16.59,0.85,38.03,0.88,-81.77,0.83,0.8348,0.86,3.1186,0.88,1,0,0,0,0,91.27,78.95,128.9,9.21,0.0924,1,0.2
173,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.8126,0.88,79.35,14.75,0.85,32.93,0.88,-103.88,0.83,0.9063,0.86,2.07,0.88,0,0,0,0,0,91.73,77.85,129.1,5.3,0.0,0,0.0
174,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.6969,0.88,67.25,23.28,0.85,39.72,0.88,-146.04,0.83,0.785,0.86,2.3697,0.88,1,1,0,0,0,102.66,84.54,140.22,13.01,0.3085,2,0.4
175,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.7077,0.88,67.57,21.35,0.85,44.77,0.88,-86.91,0.83,0.7982,0.86,2.3845,0.88,0,0,0,0,0,103.74,90.0,149.2,7.86,0.0,0,0.0
176,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.6946,0.88,77.49,14.05,0.85,40.2,0.88,-142.29,0.83,0.8302,0.86,2.9623,0.88,0,1,1,0,0,91.75,76.5,121.02,12.4,0.382,2,0.4
177,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.6943,0.88,65.28,23.68,0.85,36.8,0.88,-90.33,0.83,0.8901,0.86,2.0016,0.88,0,1,0,0,0,95.32,80.77,137.59,9.88,0.2985,1,0.2
178,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.8145,0.88,69.12,17.07,0.85,44.23,0.88,-82.08,0.83,0.8964,0.86,2.3774,0.88,0,0,0,0,0,102.21,81.36,134.16,3.5,0.0,0,0.0
179,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.7605,0.88,76.26,24.01,0.85,38.05,0.88,-130.1,0.83,0.7877,0.86,2.2302,0.88,0,1,0,0,0,99.52,85.61,142.8,6.65,0.2534,1,0.2
180,18,semi_pro,26,11,F,1.77,7,right,11.7,22.4,13.1,63.6,257.1,13.3,parkland,11.19,driver,0.6586,0.88,69.41,15.39,0.85,31.9,0.88,-83.98,0.83,0.8016,0.86,3.0548,0.88,0,0,0,0,0,92.52,79.46,131.07,7.21,0.0,0,0.0
181,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.7312,0.88,70.16,22.13,0.85,30.5,0.88,-54.56,0.83,0.8371,0.86,2.3193,0.88,1,0,0,0,0,102.86,85.8,144.54,9.31,0.1229,1,0.2
